autor,publicaciones,total_citaciones,cit_promedio,max_citaciones,h_index,g_index
Vítězslav Plášek,6,174,29.0,45,6,6
José V. Martí,8,173,21.62,39,8,8
Mónica S. Cárdenas‐Claros,30,173,5.77,46,7,12
Carlos Molinet,4,173,43.25,138,4,4
C. Carlesi Jara,7,173,24.71,53,5,7
D. J. James,9,173,19.22,43,8,9
A. Finoguenov,9,173,19.22,71,6,9
Carlos Bustos,11,173,15.73,102,6,11
Cristóbal Julio,16,173,10.81,35,8,13
Cristián Erices,1,173,173.0,173,1,1
Mehrdad Mirbabayi,3,173,57.67,92,3,3
René Noël,10,173,17.3,41,7,10
Claudio Olea‐Azar,8,173,21.62,40,7,8
Roxana González,13,173,13.31,41,8,13
Sebastián Sánchez,3,173,57.67,166,2,3
Juan C. Vidal,9,172,19.11,62,7,9
Xavier Cabezas,14,172,12.29,32,8,13
Magdalena Claro,3,172,57.33,111,3,3
Andrea Giacomo Marrani,6,172,28.67,48,6,6
Andrés Catena,7,172,24.57,48,7,7
Eder Piceros,17,172,10.12,23,9,13
Miquel Martorell,4,172,43.0,82,3,4
R. Zanoni,6,172,28.67,48,6,6
Francisco Peña,17,172,10.12,44,8,13
Denise Oyarzún Gómez,12,171,14.25,37,8,12
Pamela Garrido,2,171,85.5,166,2,2
Maroun Khoury,6,171,28.5,62,4,6
Ricardo Cautín,19,171,9.0,68,6,12
S. Coulibaly,8,171,21.38,60,5,8
Mario Vesely,2,171,85.5,166,2,2
Humberto Collado,2,171,85.5,166,2,2
Carolina Escobar,3,171,57.0,106,2,3
Thomas Droguett,2,171,85.5,166,2,2
Hengels Castillo,2,171,85.5,166,2,2
C. Veas,2,170,85.0,112,2,2
Marcela Jarpa Azagra,21,170,8.1,44,6,12
Jon Øvrum Hansen,9,170,18.89,58,5,9
Isadora Toledo-Guerrero,4,170,42.5,63,4,4
S. Everett,8,170,21.25,43,7,8
Sergio A. Estay,7,170,24.29,85,6,7
Luis Ballesteros,13,170,13.08,48,6,13
Niv Drory,4,170,42.5,111,4,4
David Choque,7,170,24.29,53,6,7
Carmen Soto‐Maldonado,12,170,14.17,40,7,12
Carlos Jara‐Gutiérrez,12,170,14.17,46,7,12
Sebastián Seriani,34,170,5.0,52,7,12
Nekane Basabe,2,169,84.5,141,2,2
Mauricio González-Agüero,6,169,28.17,61,6,6
Felipe A. Bustamante-Barrientos,8,169,21.12,135,4,8
Daniel Zitomer,1,168,168.0,168,1,1
A. Seco,1,168,168.0,168,1,1
Richard M. Dinsdale,1,168,168.0,168,1,1
Éric Latrille,1,168,168.0,168,1,1
J. T. A. de Jong,1,168,84.0,142,2,2
JL Iriarte,2,168,84.0,138,2,2
Jean-Philippe Steyer,1,168,168.0,168,1,1
Jan Luca van den Busch,1,168,84.0,142,2,2
André Pauss,1,168,168.0,168,1,1
L. Miller,1,168,84.0,142,2,2
L. Gabriel Navar,9,168,18.67,46,5,9
Juan Luis Palma,2,168,84.0,115,2,2
Henri Spanjers,1,168,168.0,168,1,1
Giuliano C. Premier,1,168,168.0,168,1,1
Daniel Gaida,1,168,168.0,168,1,1
V. Alcaraz‐González,1,168,168.0,168,1,1
Christian Wolf,1,168,168.0,168,1,1
Sofiane Mazhegrane,1,168,168.0,168,1,1
Fabian Jacobi,1,168,168.0,168,1,1
Manuel Contreras‐López,13,168,12.92,64,6,12
Julie Jimenez,1,168,168.0,168,1,1
Thierry Ribeiro,1,168,168.0,168,1,1
Alan J. Guwy,1,168,168.0,168,1,1
J. Ferrer,1,168,168.0,168,1,1
Rodrigo F. Lagos,1,168,168.0,168,1,1
Jérôme Harmand,1,168,168.0,168,1,1
Luis González,21,168,8.0,33,8,12
D. Totzke,1,168,168.0,168,1,1
Ángel Robles,1,168,168.0,168,1,1
Marjorie Reyes‐Farias,3,167,55.67,130,3,3
Manuela García Quiroga,15,167,11.13,71,6,12
Mónica Imarai,11,167,15.18,34,8,11
Jessica Soto‐Covasich,3,167,55.67,130,3,3
Carlos A. Reusser,19,167,8.79,59,5,12
Karina Di Scala,4,167,41.75,68,4,4
Paula Jiménez,3,167,55.67,130,3,3
Diego F. García‐Díaz,3,167,55.67,130,3,3
Modar Kassan,9,167,18.56,51,7,9
Diego A. Martínez,18,167,9.28,51,7,12
Débora Torrealba,11,166,15.09,60,5,11
Mónica A. García-Ñustes,18,166,9.22,60,7,12
Eduardo Guendelman,8,166,20.75,76,5,8
Laurent Dufossé,8,166,20.75,31,7,8
E. Tirapegui,5,166,33.2,115,4,5
Rob Allan,2,166,83.0,106,2,2
Matthew Bayliss,6,166,27.67,81,5,6
Gabriela Valdés,2,165,82.5,151,2,2
Marco Nuti,2,165,82.5,151,2,2
Antonio Canepa,8,165,20.62,66,5,8
R. Ferreyra,4,165,41.25,61,3,4
Eliana Lara-Barba,7,165,23.57,135,4,7
Francisco Briones,12,165,13.75,36,8,12
Andrés Markovits,4,165,41.25,119,4,4
﻿Victor Brovkin,4,165,41.25,90,3,4
P. Muñoz,3,165,55.0,88,3,3
Yeimi Herrera-Luna,6,165,27.5,135,4,6
Fabián J. Tapia,3,165,55.0,92,3,3
José Rodrigo Vergara‐Salinas,3,165,55.0,65,3,3
Jessica E. Pilarczyk,3,165,55.0,107,3,3
Julián Carrera,2,164,82.0,131,2,2
Brian Reid,5,164,32.8,62,5,5
Lorena Carvallo,2,164,82.0,131,2,2
J Sasaki,9,164,18.22,61,6,9
Ricardo Salazar,3,164,54.67,113,3,3
Sauleh Siddiqui,5,164,32.8,91,4,5
Adriana Amado,2,163,81.5,82,2,2
Elisa Torres,5,163,32.6,85,3,5
R Campos,15,163,10.87,28,9,12
Míkel Izquierdo,6,163,27.17,54,5,6
Bertha Olivia Arredondo-Vega,2,163,81.5,130,2,2
Juan A. Gómez‐Pulido,14,163,11.64,69,6,12
César R. Ranero,3,163,54.33,76,3,3
Renee A. Catullo,1,162,162.0,162,1,1
J. Scott Keogh,1,162,162.0,162,1,1
Amaranta Alfaro,4,162,40.5,107,3,4
María Simonet Roda,4,162,40.5,56,4,4
Manuel Galea,9,162,18.0,59,6,9
Katherine Ahumada,3,162,54.0,103,3,3
Juan Carlos Oyanedel,9,162,18.0,68,6,9
Daniel Yunge,7,162,23.14,64,6,7
Daniela Henkel,4,162,40.5,56,4,4
Ian G. Brennan,1,162,162.0,162,1,1
Anton Eisenhauer,4,162,40.5,56,4,4
A. Carnero Rosell,9,162,18.0,43,8,9
Winfried Zimdahl,5,162,32.4,96,4,5
Carlos Salas,8,162,20.25,87,5,8
Camila Fernández,7,162,23.14,51,7,7
Damien Esquerré,1,162,162.0,162,1,1
Marshall Wise,2,162,81.0,91,2,2
Luiz Fernando Freire Royes,5,162,32.4,64,5,5
Chris Blake,1,162,81.0,142,2,2
Javier Valdés,10,162,16.2,42,8,10
S. R. Hinton,8,162,20.25,43,7,8
Eduardo Ortega-Martínez,9,161,17.89,49,7,9
Adilson Marques,13,161,12.38,39,6,12
Luiz Airton Consalter,12,161,13.42,66,5,12
S. Ștefănuţ,5,161,32.2,45,5,5
Eike Luedeling,6,161,26.83,45,6,6
M. Costanzi,8,161,20.12,43,7,8
Pablo Mansilla–Quiñones,24,161,6.71,33,8,12
Rodrigo Zuloaga,6,161,26.83,64,5,6
Corina González-Weil,20,161,8.05,56,6,12
S. Allam,8,161,20.12,43,7,8
Muhammad Zia Ur Rahman,13,160,12.31,68,7,12
Francisco Cuevas,6,160,26.67,52,5,6
Maribel Cruz,6,160,26.67,55,4,6
Vadim Jucaud,9,160,17.78,61,6,9
Annagrazia Puglisi,4,160,40.0,69,4,4
Patricio A. Catalán,5,160,32.0,99,3,5
Christian Jørgensen,3,159,53.0,62,3,3
Uwe Brand,4,159,39.75,56,4,4
Jimena Pascual,16,159,9.94,80,6,12
Constantina Kokkari,2,159,79.5,139,2,2
Jaime Sánchez,2,159,79.5,97,2,2
Antonios Katsianis,5,159,31.8,71,4,5
Claudia Ibacache‐Quiroga,6,159,26.5,71,4,6
Tania Cabello-Hutt,2,159,79.5,111,2,2
Francisco Herrera Tapia,4,159,39.75,105,3,4
Gautier Téjédor,3,159,53.0,62,3,3
Juan Carlos Gutiérrez‐Estrada,6,159,26.5,72,4,6
Héctor Cornide-Reyes,12,158,13.17,38,7,12
J.G. Ferreira,1,158,158.0,158,1,1
Andrés Ramos Magna,3,158,52.67,107,2,3
Carlos O. Lizama,4,158,39.5,64,4,4
Clément Stahl,10,158,15.8,47,5,10
Suzanne B. Bricker,1,158,158.0,158,1,1
Dusan Boric‐Bargetto,12,158,13.17,48,8,12
Emigdio Chávez‐Ángel,3,158,52.67,88,3,3
Camila Felin Fochesatto,19,158,8.32,47,8,12
Lucía Fernández‐Arrojo,2,158,79.0,128,2,2
Antun Pfeifer,5,158,31.6,63,5,5
Eduardo Contreras‐Reyes,8,158,19.75,59,6,8
David Polarski,6,157,26.17,85,6,6
Vanilson Batista Lemes,29,157,5.41,47,7,12
Rosa Navarro,2,157,78.5,148,2,2
J. Carretero,8,157,19.62,43,7,8
Rafael Guerra Silva,9,157,17.44,37,7,9
Fidel A. Roig,5,157,31.4,56,5,5
Jared Thomas,2,157,78.5,133,2,2
Michael Spearpoint,2,157,78.5,133,2,2
Reynaldo M Ramos-Astudillo,1,157,157.0,157,1,1
Orlando Luongo,2,157,78.5,147,2,2
Daniel Serafini,15,157,10.47,22,10,12
S. Residori,9,156,17.33,49,7,9
María Paz Gómez-Arizaga,18,156,8.67,22,8,11
U. Bortolozzo,9,156,17.33,49,7,9
Miryam Valenzuela,16,156,9.75,34,8,12
Jonathan Martínez-Pinto,3,156,52.0,147,3,3
Izaskun Álvarez‐Aguado,20,156,7.8,44,7,12
F. Menanteau,8,156,19.5,43,7,8
Florence Haudin,9,156,17.33,49,7,9
Martine Potin-Gautier,3,156,52.0,80,3,3
Lorena Millán,11,156,14.18,32,9,11
Carlos Salas-Bravo,9,156,17.33,34,8,9
M. Lima,7,156,22.29,43,7,7
J. Badan,5,155,31.0,88,5,5
Chiu‐Yue Lin,1,155,155.0,155,1,1
Fabián Campos,9,155,17.22,80,6,9
K. Atazadeh,1,155,155.0,155,1,1
Renaud Escudié,1,155,155.0,155,1,1
Imán Dianat,4,155,38.75,45,4,4
Leonardo M. Cruz,1,155,155.0,155,1,1
Michael Tsamparlis,1,155,155.0,155,1,1
Vladimir Marianov,6,155,25.83,57,5,6
Camille Bourgeois,5,155,31.0,67,4,5
Weng Fu,3,155,51.67,84,3,3
Alfredo Cassano,4,155,38.75,59,3,4
Karlo Guerrero,9,155,17.22,65,7,9
Dong‐Hoon Kim,1,155,155.0,155,1,1
Chen‐Yeon Chu,1,155,155.0,155,1,1
Jaime Tapia-Gatica,6,155,25.83,53,6,6
Hoang‐Jyh Leu,1,155,155.0,155,1,1
Theodoros Kolyvaris,2,155,77.5,126,2,2
Chyi–How Lay,1,155,155.0,155,1,1
Neda Farhadi,8,155,19.38,61,6,8
Luiz H. Lima,13,154,11.85,53,7,12
Sergio Rojas,18,154,8.56,34,7,12
Sebastián Fingerhuth,18,154,8.56,66,7,12
Hernán Porras,2,154,77.0,98,2,2
Bárbara Vital,1,154,154.0,154,1,1
Gabriella Szabó,6,154,25.67,82,5,6
Marcus C. Werner,1,154,154.0,154,1,1
Tonia Tommasi,7,154,22.0,44,7,7
J. A. Peacock,1,154,77.0,142,2,2
Javier Riedemann,28,154,5.5,17,7,10
Dimitrios Makris,2,153,76.5,141,2,2
Juana Marinkovich,14,153,10.93,22,7,12
Brian Koopman,3,153,51.0,105,2,3
Helena Núñez,7,153,21.86,97,4,7
Fernando Villena,7,153,21.86,47,7,7
Gustavo Funes,18,153,8.5,29,7,12
Marı́a Teresa Moreira,3,153,51.0,107,3,3
Y. Gómez-Leyton,4,153,38.25,72,4,4
Sonia Erazo,3,153,51.0,119,3,3
Claudia B. Cárcamo,10,153,15.3,58,7,10
Rodrigo Carvajal,22,153,6.95,63,7,12
Abdoulaye Thiam,2,153,76.5,113,2,2
Waldo Acevedo,18,153,8.5,56,7,12
Francisco López,9,153,17.0,33,6,9
Emilio Villa‐González,12,153,12.75,36,5,12
Enric Brillas,2,153,76.5,113,2,2
José Ceroni,10,152,13.82,49,5,11
Agustín Barría,5,152,30.4,121,3,5
Francisco Plaza,9,152,16.89,40,6,9
Astrid Von Oetinger,6,152,25.33,108,4,6
Marc Rafelski,6,152,25.33,83,5,6
José M. Pavez,5,152,30.4,118,4,5
David Torres,10,152,15.2,31,7,10
Daniel Jackson,5,152,30.4,107,5,5
Miguel Quindós-Rubial,1,152,152.0,152,1,1
Enzo Emanuele,1,152,152.0,152,1,1
Kris A. Christensen,3,152,50.67,121,3,3
S.I. Pérez-Elvira,2,152,76.0,136,2,2
Alejandro C. Olivieri,4,152,38.0,66,4,4
Katharina Correa,3,152,50.67,121,3,3
P. Doel,9,151,16.78,32,8,9
Christoph R. Müller,1,151,151.0,151,1,1
Pablo Domı́nguez de Marı́a,1,151,151.0,151,1,1
Felipe Hansen,1,151,151.0,151,1,1
Francisco Javier Huertas‐Delgado,13,151,11.62,36,6,12
Wilson Barros‐Parada,15,151,10.07,24,8,12
A. Palmese,7,151,21.57,43,7,7
Emky Valdebenito,1,151,151.0,151,1,1
Steve Neshyba,2,151,75.5,145,2,2
H. T. Diehl,7,151,21.57,43,7,7
Nicole Araneda,1,151,151.0,151,1,1
M. Smith,8,150,18.75,43,7,8
Mauricio Huerta,14,150,10.71,58,6,12
Eliana Vivas,3,150,50.0,123,3,3
Javiera Illanes-González,2,150,75.0,147,2,2
Rossina G. Pareja,6,150,25.0,68,5,6
Alejandro Cáceres‐Mella,12,150,12.5,44,7,12
Miguel López,16,150,9.38,39,6,12
A. A. Plazas,8,150,18.75,43,7,8
A. K. Asthana,4,150,37.5,45,4,4
Jocelyn Urrutia-Piñones,2,150,75.0,147,2,2
J. L. Marshall,8,150,18.75,43,7,8
Guillermo F. Olmedo,3,150,50.0,107,3,3
E. S. Battistelli,10,150,15.0,48,6,10
J. De Vicente,8,150,18.75,43,7,8
Paola Núñez,9,149,16.56,118,4,9
Bert Wecker,3,149,49.67,85,3,3
Javier González‐Gallego,4,149,37.25,64,4,4
Carmen Enid Martı́nez,6,149,24.83,43,6,6
Javier A. Figueroa,9,149,16.56,37,8,9
Ruy Quadros,8,149,18.62,56,4,8
Sebastián Sayago,4,149,37.25,138,2,4
Rosalba Lagos,7,149,21.29,44,7,7
Dahyann Araya,3,149,49.67,71,3,3
Karla Yohannessen Vásquez,2,149,74.5,130,2,2
Octavio Monasterio,7,149,21.29,44,7,7
Ernesto González,16,149,9.31,44,8,12
Kevin T. Crowley,5,148,29.6,101,3,5
Pedro Bargueño,5,148,29.6,53,5,5
Fernando G. Fermoso,7,148,21.14,60,5,7
José M. Palomo,5,148,29.6,75,3,5
J. Annis,6,148,24.67,43,6,6
P. Melchior,6,148,24.67,43,6,6
Álvaro Labra,9,148,16.44,33,8,9
Fidel Vallejo,15,147,9.8,33,6,12
Dagoberto Soto,1,147,147.0,147,1,1
Hy Trac,2,147,73.5,140,2,2
Félix Alexandre Antunes Soares,5,147,29.4,44,5,5
Jaime Retamal,1,147,147.0,147,1,1
Tania Medina,1,147,147.0,147,1,1
Gisella R. Borzone,1,147,147.0,147,1,1
Joaquín Araos,1,147,147.0,147,1,1
Felipe Ramírez-Cepeda,8,147,18.38,85,3,8
Patricio García,1,147,147.0,147,1,1
Rodrigo Cornejo,1,147,147.0,147,1,1
Guillermo Bugedo,1,147,147.0,147,1,1
Macarena Amthauer,1,147,147.0,147,1,1
Pedro Ayala,1,147,147.0,147,1,1
Inmaculada Pulido‐Calvo,4,147,36.75,72,3,4
Benjamín Erranz,1,147,147.0,147,1,1
Natalia Berríos,6,147,24.5,69,5,6
María Pilar Yeste,1,147,147.0,147,1,1
Marta Sendra,1,147,147.0,147,1,1
María Carmen Mena,14,147,10.5,32,6,12
Enrique Muñoz,6,147,24.5,65,4,6
Francisco Herrera,16,147,9.19,40,5,12
António Figueras,1,147,147.0,147,1,1
Manuel Meneses,1,147,147.0,147,1,1
Patricia Pereiro,1,147,147.0,147,1,1
Leyla Alegría,1,147,147.0,147,1,1
Tatiana Salomón,1,147,147.0,147,1,1
Michael Pratt,5,147,29.4,68,4,5
Vincent Combes,4,147,36.75,76,4,4
Felipe Damiani,1,147,147.0,147,1,1
Pablo Cruces,1,147,147.0,147,1,1
Viviana Guajardo,5,147,29.4,68,4,5
Alejandro Bruhn,1,147,147.0,147,1,1
Héctor Moya,7,146,20.86,80,5,7
Eugen Radu,4,146,36.5,87,3,4
Emmanuel Peralta,7,146,20.86,36,6,7
Andrea Aguilar,4,146,36.5,51,4,4
Mariela Labbé,7,146,20.86,62,5,7
Jorge Rodríguez-Moreno,6,146,24.33,77,5,6
Jacqueline Páez‐Herrera,44,146,3.24,25,7,9
Elliot Burnham,6,146,24.33,68,6,6
Luís de la Torre,10,146,14.6,52,6,10
Manuel Saldaña,10,146,14.6,24,7,10
Mauro Torres,6,146,24.33,37,6,6
Pablo Valdés-Badilla,7,146,20.86,54,5,7
G. Tarlé,14,145,10.36,27,8,12
Elena Chaves-Pozo,12,145,12.08,35,7,12
Uwe Waller,2,145,72.5,85,2,2
Adriana Cuéllar,7,145,20.71,52,7,7
Kirsten Hall,3,145,48.33,122,2,3
Herbert Spencer,21,145,6.9,44,7,11
Lisa Muñoz,21,145,6.9,36,7,11
O. Lahav,7,145,20.71,43,6,7
Quynh Nguyen,7,145,20.71,51,6,7
Carlos Herdeiro,3,145,48.33,87,3,3
Luís Rivas,3,145,48.33,111,3,3
Andres Olivos-Del Río,3,145,48.33,111,3,3
Jaime Díaz,5,145,29.0,86,4,5
Boris Bolliet,3,144,48.0,125,3,3
Mauro E. González,10,144,14.4,36,5,10
Juan Pablo Soto,15,144,9.6,42,6,11
Arturo San Feliciano,15,144,9.6,36,8,11
Viviana Silva,5,144,28.8,49,5,5
Arturo Mena-Lorca,16,144,9.0,34,7,11
C. Carballeira,5,144,28.8,91,5,5
Federico Botella,21,144,6.86,33,6,11
César González,9,143,15.89,31,7,9
Carolina Ramírez,3,143,47.67,89,3,3
Antonello Calabró,5,143,28.6,69,4,5
Blake L. Sanden,4,143,35.75,67,4,4
Milan Tuba,3,143,47.67,71,3,3
D. L. Burke,6,143,23.83,43,6,6
Marios M. Hadjiandreou,5,143,28.6,61,4,5
Romualdo Ibáñez,26,143,5.5,15,8,10
Vera Tomazella,5,143,28.6,54,4,5
Armando Guarnaschelli,8,143,17.88,42,5,8
Clarissa Reyes,3,143,47.67,91,3,3
Andrea González,15,143,9.53,60,5,11
Pedro Undurraga,12,143,11.92,25,8,11
Sebastián Ortíz,22,143,6.5,24,7,10
Sebastián Abades,8,142,17.75,61,7,8
Antonio Faúndez Ugalde,19,142,7.47,79,6,11
S. Brieden,0,142,142.0,142,1,1
Maria Archidiacono,0,142,142.0,142,1,1
Carlos R. Fadragas,5,142,28.4,37,5,5
Zonghai Li,2,142,71.0,121,2,2
Nicola Tamanini,2,142,71.0,77,2,2
Felipe Vivallo,7,142,20.29,81,5,7
Adrien La Posta,2,142,71.0,125,2,2
Marko Sabovljević,4,142,35.5,45,4,4
Aneta Sabovljević,4,142,35.5,45,4,4
Christian Castillo,5,142,28.4,49,5,5
G. Rodighiero,4,142,35.5,69,4,4
M. Tewes,0,142,142.0,142,1,1
Osvaldo Artal,3,142,47.33,83,2,3
Svetlana Pasti,1,142,142.0,142,1,1
Tomi S. Koivisto,2,142,71.0,77,2,2
Betina Sayeg Burd,10,142,14.2,61,6,10
Alexander Mead,0,142,142.0,142,1,1
Christopher Morrison,0,142,142.0,142,1,1
Kenda Knowles,10,142,14.2,46,7,10
F. Köhlinger,0,142,142.0,142,1,1
Matías Poblete‐Morales,7,142,20.29,44,6,7
Anna-Maria Schielicke,1,142,142.0,142,1,1
N. Escalona,11,142,12.91,31,7,11
Patricio A. Díaz,8,142,17.75,63,5,8
Mauricio Ahumada,25,142,5.68,26,7,10
Sébastien Masson,3,141,47.0,68,3,3
Ignacio Meza,1,141,141.0,141,1,1
D. Carrillo,4,141,35.25,102,3,4
GT Pecl,3,141,47.0,86,3,3
M. Vargas-Magaña,3,141,47.0,140,1,3
Guillaume Mitta,1,141,141.0,141,1,1
Amaia Jiménez,1,141,141.0,141,1,1
Igor Osorio‐Román,4,141,35.25,76,4,4
Vivian García,3,141,47.0,99,3,3
Yannick Gueguen,1,141,141.0,141,1,1
François Colas,3,141,47.0,68,3,3
Lionel Renault,3,141,47.0,68,3,3
Alexis Pastén,3,141,47.0,99,3,3
Rubén Avendaño‐Herrera,10,141,14.1,44,7,10
Luís A. Moreno,4,141,35.25,70,4,4
C. Paredes,1,141,141.0,141,1,1
Jérémie Vidal‐Dupiol,1,141,141.0,141,1,1
Alejandra Larach,18,141,7.83,27,7,11
Éric Machu,5,141,28.2,55,4,5
Marcus Alexandre G. Dos Santos,1,140,140.0,140,1,1
Jorge Zahr Viñuela,6,140,23.33,37,6,6
Timothée Brochier,5,140,28.0,77,3,5
Luis Sánchez,5,140,28.0,59,4,5
Kendrick M. Smith,1,140,140.0,140,1,1
F. Patricio Ojeda,8,140,17.5,29,7,8
Pedro P. Rebouças Filho,1,140,140.0,140,1,1
L Norambuena,2,140,70.0,83,2,2
Manfredi Bruccoleri,4,140,35.0,69,4,4
Carmen Sáenz,3,140,46.67,95,3,3
M.C. Díez,3,140,46.67,84,3,3
Andrés Flores,16,140,8.75,53,6,11
Jorge I. Mardones,2,140,70.0,83,2,2
Daniel Undurraga,3,140,46.67,119,2,3
Antonio Ballesteros,2,140,70.0,128,2,2
Herman Van Langenhove,1,139,139.0,139,1,1
Diliana Pérez-Reytor,5,139,27.8,50,4,5
Pedro G. Toledo,9,139,15.44,54,7,9
Diego Sierra,15,139,9.27,28,7,11
Patricia Ayón,2,139,69.5,97,2,2
Bram Sercu,1,139,139.0,139,1,1
Patricia M. Toro,9,139,15.44,63,7,9
Nicolás Plaza,5,139,27.8,50,4,5
Luis Molina,3,139,46.33,135,2,3
Humberto Aponte,9,139,15.44,49,5,9
Eduardo Lissi,3,139,46.33,64,3,3
D. Thomas,3,139,46.33,111,3,3
Panos G. Kalatzis,1,139,139.0,139,1,1
Cristian Alberto Ojeda Carrasco,1,138,138.0,138,1,1
MJ Calderón,1,138,138.0,138,1,1
E. Suchyta,7,138,19.71,43,6,7
David Martínez-Muñoz,6,138,23.0,73,6,6
Marcelo León,5,138,27.6,96,3,5
Alejandro Guzmán Brito,64,138,2.16,13,6,7
Yuxin 雨欣 Dong 董,4,138,34.5,96,4,4
Edward F. Schlafly,2,138,69.0,111,2,2
Carolina Pizarro Cortés,5,138,27.6,62,4,5
Alejandra Christen,12,138,11.5,48,5,11
Alejandro Clément,1,138,138.0,138,1,1
Bettina Meyer,2,138,69.0,72,2,2
J. Bragard,7,138,19.71,35,5,7
Lorena Lizárraga,1,138,138.0,138,1,1
Carolina Henriquez Valenzuela,1,138,138.0,138,1,1
Aldo Solari,9,138,15.33,28,8,9
Humberto Peña‐Jorquera,11,138,12.55,76,4,11
Jae Edmonds,3,138,46.0,67,3,3
Ismael Pessa,3,138,46.0,81,3,3
Carolina Urbina,22,138,6.27,31,6,11
Caroline Weinstein‐Oppenheimer,8,138,17.25,40,5,8
LA Cuevas,1,138,138.0,138,1,1
Adriana Arratia,2,137,68.5,131,2,2
Luis A. Salazar,8,137,17.12,82,6,8
Daniel Galán,4,137,34.25,52,4,4
Nadine M. Johnston,2,137,68.5,72,2,2
Geraint A. Tarling,2,137,68.5,72,2,2
Álvaro G. Gutiérrez,8,137,17.12,56,5,8
Atilio Aldo Almagià Flores,13,137,10.54,23,8,11
Sally Thorpe,2,137,68.5,72,2,2
K. Alfaro-Bittner,12,137,11.42,78,7,11
Eduardo Salgado,11,137,12.45,29,7,11
Valentina Ortega,4,137,34.25,120,2,4
Jan H. Behrmann,5,137,27.4,68,4,5
Eugene J. Murphy,2,137,68.5,72,2,2
Carlos Gómez-Guijarro,13,137,10.54,49,7,11
Luciana Santibáñez,5,137,27.4,59,5,5
Simon A. Morley,1,136,136.0,136,1,1
L.C. Ferreira,1,136,136.0,136,1,1
E. Le Floc’h,2,136,68.0,69,2,2
Miguel Saraiva‐Fraga,1,136,136.0,136,1,1
Germán Olivares,2,136,68.0,105,2,2
Catherine Waller,1,136,136.0,136,1,1
Doris Abele,1,136,136.0,136,1,1
Esteban Aliaga,2,136,68.0,82,2,2
Vivitskaia Tulloch,1,136,136.0,136,1,1
Pål J. Nilsen,1,136,136.0,136,1,1
Agustín Schiariti,3,136,45.33,97,3,3
Francisco Abadía‐Molina,2,136,68.0,126,2,2
Yuan Gao,2,136,68.0,84,2,2
Manuel Herrador‐Colmenero,8,136,17.0,36,5,8
Stephanie Martin,1,136,136.0,136,1,1
Hugo Romero,4,136,34.0,57,3,4
Marilyn Raphael,1,136,136.0,136,1,1
Francisco A. Guardiola,1,136,136.0,136,1,1
Yu Gao,3,136,45.33,69,3,3
Ismael López-Juárez,23,136,5.91,40,5,10
Sebastián Crespo,9,136,15.11,50,4,9
Cristóbal Quintana,4,136,34.0,47,4,4
Daniele Groppi,4,136,34.0,63,3,4
Sarah Zabel,5,136,27.2,68,5,5
E. S. Rykoff,6,136,22.67,43,6,6
Sharon Stammerjohn,1,136,136.0,136,1,1
Benjamín Costas,1,136,136.0,136,1,1
Julian Gutt,1,136,136.0,136,1,1
Chiara D’Eugenio,13,136,10.46,34,7,11
Norbel Galanti,3,136,45.33,71,3,3
Gloria B. Rodríguez‐Gómez,9,136,15.11,43,6,9
Coleen C. Suckling,1,136,136.0,136,1,1
Eduardo Oyanedel,11,136,12.36,60,6,11
Carlos Moffat,1,136,136.0,136,1,1
Ricardo Gabriel Elías,4,136,34.0,49,4,4
Josmar Mazucheli,5,135,27.0,43,5,5
Christy Tremonti,2,135,67.5,111,2,2
Gilberto García del Pino,16,135,8.44,67,6,11
Laura Gallardo,4,135,33.75,57,3,4
Carlos P. Vío,4,135,33.75,67,3,4
Fernando Espíndola,8,135,16.88,86,5,8
Carlos Ariel Cardona Álzate,5,135,27.0,42,5,5
Javiera De Solminihac,1,135,135.0,135,1,1
Paola Navarrete,6,135,22.5,76,4,6
Yildy Utreras‐Mendoza,1,135,135.0,135,1,1
N. MacCrann,11,135,12.27,32,7,11
Jorge Wenzel,2,135,67.5,108,2,2
Rodrigo Rivera,18,134,7.44,25,8,11
Riasat Ali,5,134,26.8,51,4,5
E.H. Westra,2,134,67.0,82,2,2
Felipe Simón,6,134,22.33,60,5,6
David M. Watson,5,134,26.8,49,5,5
Natalia Riquelme,17,134,7.88,27,7,11
Gonzalo Águila,8,134,16.75,47,6,8
Pedro Apablaza,12,134,11.17,33,5,11
B. A. Latorre,9,134,14.89,34,5,9
Pamela Valenzuela,13,134,10.31,101,3,11
Miguel Garcés-Prettel,6,134,22.33,62,5,6
Lina Castro,2,133,66.5,115,2,2
Lindomar Soares dos Santos,13,133,10.23,61,5,11
Dale Benos,7,133,19.0,49,6,7
Marisol Belmonte,5,133,26.6,118,3,5
Charles H. Hillman,5,133,26.6,48,5,5
Yoanna Eissler,12,133,11.08,24,8,11
Martín Gotteland,3,133,44.33,82,3,3
Álvaro González-Reyes,1,133,133.0,133,1,1
Jorge Gironás,2,133,66.5,115,2,2
Rafael Sacks,1,133,133.0,133,1,1
Andrea Bustos,10,133,13.3,48,5,10
Dreidy Vásquez,13,133,10.23,22,9,11
Carlos Ramos,5,133,26.6,93,4,5
Santiago Sánchez‐Cortés,8,133,16.62,73,6,8
Modou Thiaw,2,132,66.0,77,2,2
Cristina Dorador,11,132,12.0,23,8,11
Manuel I. Castillo,11,132,12.0,41,6,11
R. Durka,4,132,33.0,44,4,4
