universidad,anio,academicos_doctorado,academicos_extranjeros,academicos_jce,academicos_jce_doctorado,academicos_jce_extranjeros,academicos_total,estudiantes_doctorado,estudiantes_fte,estudiantes_magister,estudiantes_posgrado,estudiantes_pregrado,estudiantes_primer_anio,estudiantes_total,graduados_doctorado,graduados_magister,montos_anid_adjudicados,montos_anid_con_industria,pct_estudiantes_extranjeros,proyectos_anid_adjudicados,qs_puntaje_academicos_con_doctorado_latam,qs_puntaje_academicos_internacionales_global,qs_puntaje_articulos_por_academico_latam,qs_puntaje_citas_por_academico_global,qs_puntaje_citas_por_articulo_latam,qs_puntaje_diversidad_internacional_global,qs_puntaje_empleabilidad_global,qs_puntaje_estudiantes_internacionales_global,qs_puntaje_estudiantes_internacionales_latam,qs_puntaje_global_global,qs_puntaje_global_latam,qs_puntaje_impacto_web_latam,qs_puntaje_ratio_academicos_global,qs_puntaje_ratio_academicos_latam,qs_puntaje_red_internacional_global,qs_puntaje_red_internacional_latam,qs_puntaje_reputacion_academica_global,qs_puntaje_reputacion_academica_latam,qs_puntaje_reputacion_empleadores_global,qs_puntaje_reputacion_empleadores_latam,qs_puntaje_sostenibilidad_global,ratio_estudiantes_academico,the_posicion_latam,the_posicion_wur,the_puntaje_global_latam,the_puntaje_global_wur,the_puntaje_industry_latam,the_puntaje_industry_wur,the_puntaje_international_outlook_latam,the_puntaje_international_outlook_wur,the_puntaje_research_environment_latam,the_puntaje_research_environment_wur,the_puntaje_research_quality_latam,the_puntaje_research_quality_wur,the_puntaje_teaching_latam,the_puntaje_teaching_wur,titulados_especialidad_medica,titulados_pregrado,titulados_pregrado_total
Universidad de Santiago de Chile,2015,539.0,83.0,1012.18,417.27,49.64,2388.0,331,,1082,1413,21988,6537,24118,68.0,407.0,14877291000,879522000,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,2411.0,2800.0
Universidad de Santiago de Chile,2016,581.0,112.0,1074.8,442.61,61.11,2758.0,343,,1222,1565,21236,5901,23905,49.0,399.0,8035400000,284605000,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2069.0,2486.0
Universidad de Santiago de Chile,2017,593.0,120.0,1142.14,460.11,71.3,2771.0,336,,916,1252,21566,5959,23689,58.0,543.0,9234977000,1340134000,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2527.0,2954.0
Universidad de Santiago de Chile,2018,644.0,119.0,1161.54,486.57,71.75,2796.0,368,,1015,1383,21848,6328,24157,76.0,652.0,8020034000,864402000,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,2483.0,2937.0
Universidad de Santiago de Chile,2019,649.0,94.0,1088.22,473.89,54.74,2626.0,377,,902,1279,21141,6439,22923,71.0,448.0,8514698000,1245110000,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,2362.0,2800.0
Universidad de Santiago de Chile,2020,634.0,107.0,1122.43,457.14,60.23,2786.0,371,,603,974,20526,5840,21726,52.0,246.0,8432796000,833089000,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,1956.0,2239.0
Universidad de Santiago de Chile,2021,668.0,141.0,1203.6,471.23,71.24,3143.0,358,,983,1341,23055,6389,25361,40.0,425.0,11596754000,1789494000,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,2527.0,2835.0
Universidad de Santiago de Chile,2022,702.0,151.0,1241.0,483.2,75.25,3200.0,343,,1080,1423,23787,5612,25922,39.0,293.0,11850760000,1308100000,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,2979.0,3429.0
Universidad de Santiago de Chile,2023,763.0,176.0,1340.42,553.41,89.33,3400.0,338,,907,1245,23340,6117,25372,68.0,561.0,12269876000,1870428000,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,3320.0,3590.0
Universidad de Santiago de Chile,2024,791.0,177.0,1371.77,572.5,99.18,3427.0,327,,922,1249,22515,5723,24725,89.0,465.0,12903439025,1591473025,,91,38.1,6.6,68.7,4.0,33.0,,4.0,2.2,,27.2,77.6,45.4,8.7,24.8,7.3,93.8,43.3,94.5,72.9,95.0,12.9,,,,,,,,,,,,,,,,158.0,3220.0,3459.0
Universidad de Santiago de Chile,2025,834.0,161.0,1362.89,587.5,94.23,3382.0,329,,1030,1359,22724,6643,25075,78.0,427.0,28746218000,2822698000,,90,,6.3,81.9,4.2,56.7,,12.7,2.2,62.5,26.1,81.9,,7.2,20.9,51.1,94.2,43.4,97.7,55.0,97.0,11.2,,,,,,,,,,,,,,,,159.0,3228.0,3414.0
Universidad de Santiago de Chile,2026,,,,,,,362,,939,1301,23088,6755,25431,,,9160677000,454436000,,63,29.0,10.6,80.6,7.8,57.7,8.0,17.5,3.8,,32.7,81.4,63.7,11.4,24.0,53.9,96.7,50.4,96.9,59.9,96.9,53.7,,,,,,,,,,,,,,,,,,
Universidad de Santiago de Chile,2027,,,,,,,,,,,,,,,,,,,,,9.8,,6.9,,,16.1,5.3,,29.8,,,11.7,,60.0,,46.6,,46.5,,58.6,,,,,,,,,,,,,,,,,,
Universidad de Talca,2015,249.0,57.0,427.73,209.68,47.11,643.0,103,,998,1101,9392,2159,10644,9.0,283.0,3562507000,306643000,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1016.0,1073.0
Universidad de Talca,2016,251.0,57.0,449.95,219.48,48.16,665.0,127,,786,913,9666,2390,10720,13.0,222.0,5267272000,457760000,,67,,,,,,,,,,,,,,,,,,,,,,,24,,46.1,,32.7,,50.8,,47.7,,52.1,,41.1,,11.0,990.0,1053.0
Universidad de Talca,2017,263.0,63.0,465.84,228.59,51.68,681.0,138,10436.0,862,1000,9946,2445,11126,15.0,190.0,4577921000,156000000,1.0,50,,,,,,,,,,,,,,,,,,,,,,25.1,31–35,801+,,,20.9,32.1,68.9,46.2,53.6,11.2,56.8,12.3,39.7,14.1,16.0,965.0,1042.0
Universidad de Talca,2018,288.0,66.0,526.95,257.2,57.43,721.0,156,10532.0,883,1039,10521,2699,11691,25.0,201.0,4730823000,837676000,1.0,50,,,,,,,,,,,,,,,,,,,,,,24.6,51–60,801–1000,,,26.7,1.0,69.4,49.2,54.5,10.4,74.3,20.7,39.3,15.7,16.0,1108.0,1164.0
Universidad de Talca,2019,301.0,72.0,573.45,273.64,64.52,736.0,175,10628.0,862,1037,10571,2637,11912,23.0,230.0,4229527000,6000000,1.0,41,,,,,,,,,,,,,,,,,,,,,,23.6,71–80,801–1000,,,71.6,34.0,69.0,50.5,36.2,10.8,70.9,25.2,28.3,13.0,20.0,1244.0,1285.0
Universidad de Talca,2020,325.0,85.0,612.7,291.18,72.93,912.0,186,10795.0,858,1044,10529,2553,11705,12.0,152.0,4711555000,253981000,1.0,43,,,,,,,,,,,,,,,,,,,,,,16.1,=82,1001+,39.7,,50.4,44.7,70.7,49.5,34.3,11.2,64.1,27.5,23.9,15.3,16.0,827.0,850.0
Universidad de Talca,2021,314.0,73.0,593.52,281.61,62.91,809.0,215,11310.0,841,1056,11408,2566,12679,25.0,320.0,7515360000,398044000,1.0,40,,,,,,,,,,,,,,,,,,,,,,15.7,68,1001+,46.2,,40.4,37.8,75.2,50.8,47.8,11.0,64.8,27.2,28.7,16.0,13.0,1597.0,1644.0
Universidad de Talca,2022,312.0,72.0,590.23,285.91,61.77,798.0,222,11367.0,680,902,10708,2455,11786,26.0,279.0,7350747000,39989000,1.0,51,,,,,,,,,,,,,,,,,,,,,,15.4,=67,1201+,48.9,,42.4,36.0,74.7,52.9,42.6,11.8,70.6,25.5,38.0,16.4,23.0,1603.0,1657.0
Universidad de Talca,2023,319.0,75.0,595.43,281.66,58.43,908.0,259,11372.0,553,812,10547,2727,11524,19.0,205.0,6782672000,244666000,1.0,52,,,,,,,,,,,,,,,,,,,,,,12.5,76,1201–1500,44.9,,36.1,38.3,69.0,52.3,41.4,11.9,66.1,25.3,31.9,17.0,20.0,1470.0,1508.0
Universidad de Talca,2024,322.0,75.0,584.33,278.66,56.91,927.0,303,12510.0,555,858,11055,2818,12113,30.0,175.0,9139925000,266820000,0.0,62,62.5,22.5,83.9,5.7,48.6,,6.8,1.4,,,51.7,32.4,6.7,19.5,3.8,88.2,11.0,44.6,8.6,35.7,7.0,15.5,=80,1201–1500,40.3,,34.2,36.7,52.6,52.3,40.9,13.7,59.1,31.5,26.9,17.4,35.0,1479.0,1509.0
Universidad de Talca,2025,330.0,76.0,579.55,284.31,56.21,914.0,319,11786.0,596,915,11555,2990,12654,35.0,161.0,11423260000,845426000,1.0,53,,21.4,93.7,6.2,72.8,,2.1,1.4,48.7,,58.6,,6.4,19.6,35.7,83.0,10.8,54.1,5.6,41.3,1.3,14.8,,1501+,,,,34.4,,52.1,,14.2,,33.4,,18.1,25.0,1356.0,1391.0
Universidad de Talca,2026,,,,,,,346,11543.0,607,953,12237,2886,13445,,,7235737000,,2.0,49,53.9,27.4,94.9,13.2,80.8,1.7,2.5,1.9,,,62.0,59.3,9.1,19.1,46.4,94.1,14.4,54.0,11.7,48.9,29.4,12.7,47,1501+,26.4,,37.6,37.6,52.0,52.0,16.5,13.7,38.4,32.6,22.2,20.1,,,
Universidad de Talca,2027,,,,,,,,,,,,,,,,,,,,,24.5,,12.3,,,4.0,1.8,,,,,8.0,,38.5,,14.2,,8.0,,32.7,,,,,,,,,,,,,,,,,,
Universidad de Tarapaca,2015,114.0,11.0,358.8,112.5,10.32,442.0,3,,55,58,8722,1876,8821,1.0,140.0,699223000,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.0,1303.0
Universidad de Tarapaca,2016,121.0,14.0,355.55,119.5,13.45,431.0,2,,44,46,8456,1857,8539,,53.0,1350599000,4000000,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.0,975.0
Universidad de Tarapaca,2017,132.0,18.0,358.23,127.25,14.18,432.0,1,,79,80,8468,1774,8548,3.0,69.0,1331569857,23998857,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.0,1011.0
Universidad de Tarapaca,2018,133.0,18.0,358.0,130.23,15.66,436.0,8,,68,76,8919,2011,8995,3.0,80.0,1173553000,2000000,,15,,,,,,,,,,,,,,,,,,,,,,,91–100,,,,9.5,,62.9,,50.0,,44.1,,15.5,,,1029.0,1129.0
Universidad de Tarapaca,2019,138.0,21.0,352.23,134.7,16.09,460.0,3,8857.0,66,69,9171,1999,9240,6.0,92.0,2154173000,24000000,2.0,18,,,,,,,,,,,,,,,,,,,,,,25.0,101+,1001+,,,36.5,34.0,68.1,48.4,35.4,11.6,41.3,11.4,19.0,11.4,,909.0,969.0
Universidad de Tarapaca,2020,151.0,26.0,334.75,140.73,18.43,445.0,8,8708.0,6,14,9475,2001,9489,2.0,71.0,2025473000,,2.0,18,,,,,,,,,,,,,,,,,,,,,,25.1,=100,1001+,36.6,,41.8,34.4,72.3,50.2,40.3,13.7,43.8,10.8,21.2,12.7,,793.0,849.0
Universidad de Tarapaca,2021,174.0,27.0,361.25,164.57,21.77,458.0,27,8703.0,136,163,10209,1993,10372,2.0,89.0,2515066000,,2.0,18,,,,,,,,,,,,,,,,,,,,,,27.4,101–125,1001+,,,37.3,35.3,74.1,51.9,35.4,15.9,52.0,13.8,22.6,13.8,,1358.0,1424.0
Universidad de Tarapaca,2022,183.0,27.0,360.07,178.59,23.95,438.0,42,9460.0,76,118,10266,1925,10384,,76.0,6256563000,192988000,3.0,28,,,,,,,,,,,,,,,,,,,,,,31.7,77,1201+,45.6,,36.0,34.9,76.7,51.4,46.2,17.0,67.0,17.8,27.3,14.5,,1309.0,1339.0
Universidad de Tarapaca,2023,214.0,37.0,387.64,207.93,32.84,531.0,57,9758.0,175,232,10440,2136,10672,5.0,126.0,3291578000,,3.0,31,,,,,,,,,,,,,,,,,,,,,,30.2,=52,1201–1500,54.2,,45.3,37.2,86.9,52.6,49.2,18.2,87.1,23.6,34.5,14.7,,1411.0,1456.0
Universidad de Tarapaca,2024,229.0,43.0,398.53,221.74,38.31,656.0,60,10496.0,239,299,10306,2128,10605,13.0,88.0,2037451000,,4.0,17,10.4,,97.8,8.0,60.7,,4.1,,,,30.9,18.7,2.1,9.5,2.6,83.1,3.6,15.7,2.3,10.6,1.0,31.8,72,1201–1500,41.9,,19.8,19.4,56.9,59.0,47.0,19.0,66.0,45.1,22.7,12.4,,1233.0,1457.0
Universidad de Tarapaca,2025,258.0,64.0,465.26,237.26,46.19,1078.0,64,10554.0,184,248,10600,2437,10848,10.0,109.0,7115215000,,3.0,29,,,99.0,9.8,88.1,,2.1,,29.1,,37.9,,2.4,9.4,41.7,88.5,3.5,20.6,1.6,9.7,1.0,31.6,,1201–1500,,,,19.9,,56.2,,21.3,,48.2,,11.3,,1298.0,1461.0
Universidad de Tarapaca,2026,,,,,,,91,10738.0,201,292,10978,2866,11270,,,5044142000,232886000,3.0,30,40.2,17.7,99.8,20.4,92.3,,2.5,,,,40.4,29.9,4.4,9.7,49.6,95.4,4.1,21.5,2.1,9.1,21.0,29.9,18,1001–1200,34.0,,21.7,21.7,58.7,58.7,31.4,23.6,62.2,55.4,16.4,12.7,,,
Universidad de Tarapaca,2027,,,,,,,,,,,,,,,,,,,,,15.4,,24.1,,,3.9,,,,,,4.2,,58.2,,4.8,,3.0,,21.6,,,,,,,,,,,,,,,,,,
Universidad de Valparaiso,2015,256.0,55.0,879.63,202.78,36.01,1779.0,93,,607,700,14336,3787,15654,4.0,90.0,2838160000,171854000,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1916.0,1933.0
Universidad de Valparaiso,2016,283.0,68.0,923.35,219.48,39.14,1885.0,143,,766,909,14914,4114,16535,6.0,123.0,4865035000,346715000,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,1894.0,1897.0
Universidad de Valparaiso,2017,294.0,65.0,877.85,239.55,43.26,1714.0,162,,761,923,14936,4054,16624,16.0,123.0,4205986000,4000000,,74,,,,,,,,,,,,,,,,,,,,,,,31–35,,,,35.7,,63.8,,47.7,,72.5,,40.7,,129.0,1839.0,1850.0
Universidad de Valparaiso,2018,334.0,67.0,886.66,265.54,42.09,1824.0,172,15654.0,721,893,15481,4131,17082,13.0,88.0,4383938000,569032000,3.0,70,,,,,,,,,,,,,,,,,,,,,,17.4,46,801–1000,55.7,,36.3,32.1,66.3,46.3,56.4,8.2,71.6,19.2,45.4,15.9,150.0,1962.0,1965.0
Universidad de Valparaiso,2019,347.0,67.0,898.56,283.62,42.92,1865.0,195,16535.0,720,915,15724,4202,17509,10.0,100.0,4260692000,552579000,3.0,62,,,,,,,,,,,,,,,,,,,,,,17.9,43,1001+,56.8,,36.8,34.3,73.1,47.0,57.0,9.2,57.8,17.1,53.9,13.5,128.0,1915.0,1960.0
Universidad de Valparaiso,2020,376.0,78.0,893.27,309.62,52.25,1796.0,163,16211.0,439,602,15392,3624,16665,8.0,63.0,4375795000,459990000,3.0,46,,,,,,,,,,,,,,,,,,,,,,18.5,54,1001+,51.9,,36.0,34.5,69.5,48.7,52.9,9.7,50.1,18.4,49.4,16.7,123.0,1158.0,1184.0
Universidad de Valparaiso,2021,391.0,72.0,876.15,315.21,48.88,1748.0,219,16682.0,565,784,15624,3606,17265,22.0,111.0,6121967000,1022831000,4.0,57,,,,,,,,,,,,,,,,,,,,,,18.8,61,1001+,47.9,,37.5,33.5,71.7,48.8,52.8,10.0,53.4,17.9,35.9,16.5,124.0,2596.0,2650.0
Universidad de Valparaiso,2022,396.0,73.0,895.91,319.72,49.49,1698.0,239,17089.0,771,1010,15216,3663,17243,37.0,124.0,11483862000,649063000,3.0,62,,,,,,,,,,,,,,,,,,,,,,19.0,73,1201+,47.7,,35.0,35.0,67.0,49.2,54.3,10.9,59.4,19.3,31.9,15.5,145.0,2368.0,2428.0
Universidad de Valparaiso,2023,432.0,76.0,920.86,338.49,48.43,1812.0,244,16371.0,821,1065,14937,4115,17022,30.0,206.0,7197571000,869792000,2.0,58,,,,,,,,,,,,,,,,,,,,,,18.3,77,1501+,44.5,,36.2,37.0,64.0,47.8,48.8,11.4,51.6,18.6,32.8,15.5,128.0,2488.0,2519.0
Universidad de Valparaiso,2024,436.0,75.0,950.07,351.77,51.35,1827.0,262,16627.0,824,1086,14791,4250,16936,32.0,198.0,6687001100,918063100,2.0,49,38.9,7.2,52.0,3.5,46.7,,8.5,1.8,,,46.4,42.8,7.8,22.4,4.6,90.1,10.4,42.1,6.8,30.8,6.3,19.0,90,1501+,38.3,,18.9,18.7,46.3,47.8,46.2,12.2,42.3,22.0,29.0,15.4,134.0,2230.0,2260.0
Universidad de Valparaiso,2025,440.0,80.0,961.31,360.93,52.83,1790.0,281,16626.0,819,1100,14980,4460,17066,34.0,182.0,8813244000,1221149000,3.0,47,,6.3,62.4,2.9,36.8,,2.2,1.8,47.7,,50.2,,8.5,25.5,39.7,86.9,10.9,54.5,4.0,34.4,4.0,18.5,,1501+,,,,18.9,,46.7,,12.5,,21.9,,16.5,131.0,1776.0,1784.0
Universidad de Valparaiso,2026,,,,,,,331,16514.0,785,1116,15301,4590,17327,,,3522877000,,3.0,31,33.0,8.6,61.2,5.0,37.1,2.4,4.8,2.9,,,50.8,43.7,12.8,25.6,34.3,86.8,15.5,56.9,8.4,37.5,39.7,17.9,87,1501+,22.6,,20.6,20.6,46.7,46.7,15.9,13.1,29.4,22.5,20.3,16.9,,,
Universidad de Valparaiso,2027,,,,,,,,,,,,,,,,,,,,,7.7,,4.3,,,5.6,3.2,,,,,10.9,,32.2,,15.9,,5.6,,37.4,,,,,,,,,,,,,,,,,,
Universidad de Vina del Mar,2015,55.0,19.0,327.67,26.15,5.26,965.0,,,57,57,8346,1941,8403,,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0,863.0
Universidad de Vina del Mar,2016,51.0,18.0,344.82,24.96,4.9,985.0,,,78,78,8957,2175,9035,,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,964.0,964.0
Universidad de Vina del Mar,2017,48.0,26.0,348.34,20.85,6.57,996.0,,,185,185,8757,1976,8942,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.0,1074.0
Universidad de Vina del Mar,2018,51.0,26.0,351.73,25.74,9.15,903.0,,,272,272,8872,1914,9144,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.0,1078.0
Universidad de Vina del Mar,2019,60.0,21.0,388.01,36.13,11.14,814.0,,,467,467,9068,1971,9535,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.0,1086.0
Universidad de Vina del Mar,2020,59.0,29.0,361.26,34.05,13.71,825.0,,,721,721,8288,1652,9009,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.0,1172.0
Universidad de Vina del Mar,2021,75.0,41.0,397.34,39.31,15.77,944.0,,,895,895,8814,1715,9709,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.0,1607.0
Universidad de Vina del Mar,2022,90.0,29.0,408.09,48.54,14.83,978.0,,,819,819,8327,1654,9146,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.0,1571.0
Universidad de Vina del Mar,2023,104.0,30.0,410.03,56.05,17.19,1023.0,,,1137,1137,8217,1648,9354,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.0,1513.0
Universidad de Vina del Mar,2024,131.0,37.0,420.74,70.65,20.08,1071.0,,,1149,1149,8574,1574,9792,,172.0,,,,,,,3.1,,1.0,,,,,,,4.9,,44.1,,5.3,,9.0,,7.7,,,,,,,,,,,,,,,,,,1355.0,1355.0
Universidad de Vina del Mar,2025,149.0,40.0,420.68,84.4,23.69,1074.0,,,1236,1236,9526,1465,10806,,247.0,,,,,,,5.0,,4.8,,,,9.2,,,,,54.2,,8.3,,11.1,,6.5,,,,,,,,,,,,,,,,,,1753.0,1753.0
Universidad de Vina del Mar,2026,,,,,,,2,,1139,1141,10056,1182,11197,,,,,,,3.7,,9.3,,4.0,,,,,,,10.4,,33.3,,18.0,,8.3,,5.5,,,,,,,,,,,,,,,,,,,
Universidad de la Frontera,2015,205.0,20.0,370.95,181.11,16.34,554.0,162,,516,678,9388,2624,10157,26.0,163.0,5970955000,699504000,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,1048.0,1089.0
Universidad de la Frontera,2016,211.0,25.0,389.07,185.05,20.93,595.0,148,,524,672,9539,2678,10310,23.0,206.0,5405318000,665349000,,68,,,,,,,,,,,,,,,,,,,,,,,26–30,,,,64.9,,31.0,,29.8,,69.3,,34.1,,49.0,1240.0,1282.0
Universidad de la Frontera,2017,240.0,30.0,424.27,207.95,26.43,632.0,171,9731.0,654,825,9682,2715,10635,22.0,194.0,6066478000,536133000,1.0,78,,,,,,,,,,,,,,,,,,,,,,24.9,31–35,601-800,,,35.9,53.0,50.6,40.9,43.7,10.2,79.2,22.8,40.3,14.3,54.0,1213.0,1245.0
Universidad de la Frontera,2018,250.0,25.0,425.8,216.48,20.93,635.0,195,10157.0,618,813,10014,2760,10946,18.0,231.0,5932898000,1217505000,0.0,80,,,,,,,,,,,,,,,,,,,,,,24.7,61–70,801–1000,,,35.3,32.2,58.1,43.5,54.1,9.1,67.2,17.2,30.9,16.5,74.0,973.0,1017.0
Universidad de la Frontera,2019,270.0,27.0,420.07,233.09,24.43,627.0,199,10310.0,582,781,10235,2513,11137,41.0,215.0,5017954000,702439000,0.0,63,,,,,,,,,,,,,,,,,,,,,,26.5,42,801–1000,58.5,,36.7,34.0,62.9,45.9,60.4,16.7,81.6,32.9,44.4,15.1,62.0,1182.0,1244.0
Universidad de la Frontera,2020,318.0,41.0,503.17,269.83,35.0,909.0,206,10437.0,420,626,10427,2517,11136,40.0,283.0,6701816000,1259947000,1.0,67,,,,,,,,,,,,,,,,,,,,,,24.6,46,801–1000,55.3,,37.4,34.5,58.2,47.9,67.2,16.0,70.9,34.0,35.9,15.1,41.0,517.0,539.0
Universidad de la Frontera,2021,339.0,38.0,516.73,287.55,34.02,962.0,217,10827.0,394,611,11546,2160,12183,33.0,182.0,8517269000,882730000,1.0,58,,,,,,,,,,,,,,,,,,,,,,23.4,58,1001+,50.9,,37.0,33.9,66.6,46.9,58.3,17.7,69.7,31.9,31.3,14.9,65.0,1427.0,1459.0
Universidad de la Frontera,2022,325.0,35.0,516.55,278.95,29.7,959.0,193,11018.0,490,683,11164,2236,11941,32.0,154.0,9707290000,1209027000,1.0,63,,,,,,,,,,,,,,,,,,,,,,26.2,60,1001–1200,51.1,,35.8,34.8,67.5,49.6,49.0,19.9,74.3,30.6,37.8,15.3,69.0,1694.0,1761.0
Universidad de la Frontera,2023,355.0,36.0,570.59,311.02,32.02,1008.0,211,11053.0,398,609,10872,2560,11583,30.0,151.0,12881914000,2044071000,1.0,90,,,,,,,,,,,,,,,,,,,,,,22.0,59,1201–1500,51.6,,36.4,37.1,66.0,49.7,48.2,12.9,76.5,28.8,39.1,16.0,56.0,1174.0,1227.0
Universidad de la Frontera,2024,391.0,49.0,593.39,351.14,42.89,1050.0,284,12157.0,526,810,11257,2761,12301,42.0,141.0,12011589105,2140088105,1.0,73,68.4,6.6,93.6,8.5,70.9,,9.0,1.2,,,49.9,24.0,3.6,12.8,9.4,95.3,9.7,39.2,4.4,20.9,2.1,23.2,=67,1201–1500,42.8,,23.4,22.8,49.2,51.3,47.8,12.3,49.8,32.7,34.7,17.6,80.0,1282.0,1343.0
Universidad de la Frontera,2025,403.0,44.0,607.82,356.55,37.41,1097.0,309,11847.0,507,816,11093,2613,12165,19.0,63.0,13549556000,2822283000,0.0,81,,6.0,98.6,9.3,82.7,,2.3,1.2,34.4,,56.3,,4.1,16.4,53.3,95.2,10.3,52.3,3.0,23.0,1.5,23.0,,1501+,,,,23.5,,49.0,,12.6,,33.1,,17.7,43.0,1281.0,1339.0
Universidad de la Frontera,2026,,,,,,,306,11481.0,451,757,11263,2762,12216,,,8798493000,1364746000,1.0,53,81.6,3.1,99.1,19.2,85.6,1.5,2.7,1.7,,,60.5,32.3,6.5,14.9,44.0,93.1,14.4,54.1,7.5,34.0,32.3,20.2,36,1201–1500,27.8,,24.1,24.1,50.2,50.2,24.9,23.7,34.0,35.8,22.6,17.8,,,
Universidad de la Frontera,2027,,,,,,,,,,,,,,,,,,,,,2.1,,19.0,,,4.0,1.6,,,,,6.0,,44.6,,13.0,,6.6,,33.9,,,,,,,,,,,,,,,,,,
Universidad de los Andes,2015,235.0,94.0,609.2,130.32,40.77,2019.0,73,,869,942,7074,2820,8915,2.0,359.0,1770487000,149851000,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,901.0,901.0
Universidad de los Andes,2016,244.0,92.0,573.5,146.67,42.73,1819.0,86,,748,834,7486,2610,9345,10.0,291.0,2593807000,601529000,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,913.0,913.0
Universidad de los Andes,2017,266.0,109.0,598.23,158.77,49.68,1870.0,94,,722,816,7932,2858,10063,5.0,274.0,2119147000,749490000,,21,,,,,,,,,,,,,,,,,,,,,,,41–45,,,,35.1,,65.4,,54.6,,45.3,,34.9,,102.0,999.0,999.0
Universidad de los Andes,2018,278.0,100.0,597.14,171.86,48.27,1649.0,109,,868,977,8182,2864,10928,3.0,379.0,1640374000,143078000,,22,,,,,,,,,,,,,,,,,,,,,,,50,,53.9,,35.9,,76.1,,64.0,,67.4,,33.4,,104.0,1121.0,1121.0
Universidad de los Andes,2019,273.0,82.0,507.09,174.95,42.61,1292.0,116,,995,1111,8411,2973,11883,11.0,304.0,2346352000,399987000,,26,,,,,,,,,,,,,,,,,,,,,,,47,,54.6,,37.2,,74.0,,53.3,,63.2,,48.3,,114.0,1072.0,1072.0
Universidad de los Andes,2020,263.0,75.0,498.59,178.07,46.44,1232.0,120,8402.0,1124,1244,8828,4396,15040,12.0,346.0,3303770000,149995000,2.0,33,,,,,,,,,,,,,,,,,,,,,,14.4,43,1001+,56.3,,45.0,34.6,69.4,47.8,60.0,10.5,57.2,15.6,50.4,16.1,88.0,910.0,910.0
Universidad de los Andes,2021,277.0,85.0,541.98,197.55,49.35,1355.0,134,8734.0,1195,1329,8825,4229,15743,7.0,360.0,10400005000,1039974000,2.0,25,,,,,,,,,,,,,,,,,,,,,,15.1,50,1001+,54.0,,41.2,36.2,73.7,46.4,50.8,10.9,72.7,23.3,43.5,16.7,132.0,1481.0,1481.0
Universidad de los Andes,2022,292.0,86.0,568.05,206.74,48.2,1465.0,175,9254.0,1508,1683,8772,5262,16211,10.0,529.0,6027520000,1189320000,2.0,43,,,,,,,,,,,,,,,,,,,,,,18.9,53,1001–1200,54.9,,52.9,36.2,73.8,48.1,48.7,12.9,73.0,32.3,46.8,17.8,166.0,1364.0,1364.0
Universidad de los Andes,2023,296.0,87.0,586.34,217.07,48.02,1448.0,162,9405.0,1479,1641,8995,5253,18981,16.0,624.0,4694443000,1480262000,3.0,43,,,,,,,,,,,,,,,,,,,,,,18.9,41,1201–1500,59.4,,38.8,40.2,71.4,48.1,62.1,14.3,68.4,28.0,50.8,17.8,167.0,1369.0,1369.0
